ID,A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG
50877,0.0,3.0,0.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,17.0,0.0
69177,2.0,6.0,2.0,0.0,0.0,36.0,0.0,9.0,22.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,24.0,4.0
70046,1.0,3.0,0.0,0.0,0.0,13.0,6.0,5.0,16.0,0.0,0.0,0.0,0.0,2.0,60.0,0.0,37.0,13.0
78478,6.0,2.0,0.0,0.0,0.0,48.0,7.0,14.0,20.0,3.0,2.0,1.0,0.0,1.0,62.0,0.0,59.0,0.0
70116,0.0,5.0,0.0,0.0,0.0,10.0,4.0,14.0,7.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,18.0,0.0
86766,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0
70132,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
70222,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
70666,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0
78495,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78512,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0
78475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70916,1.0,3.0,0.0,0.0,0.0,40.0,3.0,5.0,24.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,60.0,9.0
84554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
78605,0.0,4.0,0.0,0.0,0.0,25.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,34.0,0.0
70800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70360,3.0,2.0,0.0,0.0,0.0,22.0,22.0,22.0,29.0,2.0,13.0,0.0,0.0,10.0,56.0,0.0,30.0,0.0
71019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51042,1.0,6.0,0.0,0.0,0.0,51.0,14.0,14.0,48.0,0.0,4.0,0.0,0.0,13.0,53.0,0.0,13.0,8.0
78548,1.0,3.0,0.0,0.0,0.0,22.0,10.0,12.0,32.0,1.0,1.0,0.0,0.0,1.0,49.0,0.0,16.0,0.0
51194,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,9.0,1.0
70986,1.0,2.0,0.0,0.0,0.0,18.0,15.0,10.0,26.0,0.0,4.0,0.0,0.0,0.0,19.0,0.0,33.0,0.0
70925,0.0,2.0,0.0,0.0,0.0,13.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,8.0,0.0
78577,6.0,1.0,0.0,0.0,0.0,32.0,17.0,27.0,9.0,0.0,1.0,0.0,0.0,1.0,90.0,0.0,47.0,0.0
71042,2.0,0.0,0.0,0.0,0.0,27.0,9.0,4.0,15.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,13.0,0.0
51413,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
71043,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
70944,1.0,2.0,0.0,0.0,0.0,50.0,8.0,21.0,25.0,1.0,7.0,0.0,0.0,0.0,62.0,0.0,36.0,0.0
70934,0.0,2.0,0.0,0.0,0.0,10.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,6.0,3.0
51415,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,5.0,2.0
78654,0.0,3.0,0.0,0.0,0.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,8.0,3.0
78584,0.0,1.0,0.0,62.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,14.0
51549,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71113,2.0,2.0,0.0,0.0,0.0,15.0,7.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,44.0,0.0,17.0,0.0
51495,1.0,1.0,0.0,0.0,0.0,15.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,28.0,0.0,13.0,4.0
71116,1.0,2.0,0.0,0.0,0.0,22.0,6.0,19.0,32.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,17.0,3.0
71631,0.0,4.0,0.0,32.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0
71162,2.0,2.0,1.0,0.0,0.0,11.0,13.0,15.0,20.0,2.0,2.0,0.0,0.0,1.0,64.0,0.0,15.0,0.0
71233,0.0,3.0,0.0,0.0,0.0,11.0,4.0,8.0,11.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,8.0,0.0
71479,0.0,1.0,0.0,0.0,0.0,19.0,3.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,6.0,0.0
71224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71667,0.0,5.0,0.0,0.0,0.0,39.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,21.0,0.0
51772,7.0,3.0,0.0,0.0,0.0,27.0,11.0,17.0,48.0,1.0,1.0,0.0,0.0,1.0,88.0,0.0,37.0,0.0
68987,0.0,5.0,2.0,0.0,0.0,42.0,1.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,49.0,0.0
52190,0.0,1.0,0.0,0.0,0.0,23.0,2.0,2.0,31.0,1.0,1.0,0.0,0.0,0.0,24.0,0.0,57.0,0.0
71604,0.0,3.0,0.0,0.0,0.0,17.0,3.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,22.0,6.0
52253,2.0,3.0,0.0,0.0,0.0,11.0,5.0,14.0,20.0,2.0,1.0,0.0,0.0,2.0,42.0,0.0,42.0,7.0
71719,0.0,1.0,0.0,0.0,0.0,19.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0
71571,0.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0
78850,1.0,7.0,0.0,0.0,0.0,48.0,10.0,26.0,38.0,2.0,5.0,0.0,0.0,1.0,71.0,1.0,59.0,13.0
78855,0.0,5.0,0.0,0.0,0.0,40.0,1.0,2.0,15.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0,31.0,0.0
72079,2.0,4.0,0.0,0.0,0.0,23.0,1.0,1.0,23.0,0.0,1.0,0.0,0.0,4.0,45.0,0.0,32.0,7.0
72097,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,13.0,5.0
71724,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
72071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52558,0.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,12.0,0.0,2.0,0.0,0.0,1.0,11.0,1.0,3.0,0.0
52674,1.0,3.0,2.0,0.0,0.0,20.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,19.0,5.0
52618,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0,4.0
78851,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
