Year,Round,Home,Away,HG,AG
2018,13,Ceará,Sport,1,0
2018,13,Santos,Palmeiras,1,1
2018,13,Corinthians,Botafogo,2,0
2018,13,Grêmio,Atlético-MG,2,0
2018,14,Cruzeiro,Atlético-PR,2,1
2018,14,Paraná,América-MG,1,0
2018,14,Chapecoense,Santos,0,0
2018,14,Bahia,Vitória,4,1
2018,14,Vasco,Grêmio,1,0
2018,14,Flamengo,Botafogo,2,0
2018,14,São Paulo,Corinthians,3,1
2018,14,Sport,Fluminense,1,2
2018,14,Palmeiras,Atlético-MG,3,2
2018,14,Internacional,Ceará,1,0
2018,15,Atlético-MG,Paraná,2,0
2018,15,Atlético-PR,Vasco,1,0
2018,15,América-MG,Internacional,2,1
2018,15,Vitória,Sport,1,0
2018,15,Fluminense,Palmeiras,1,0
2018,15,Botafogo,Chapecoense,1,0
2018,15,Ceará,Bahia,0,2
2018,15,Santos,Flamengo,1,1
2018,15,Corinthians,Cruzeiro,2,0
2018,15,Grêmio,São Paulo,2,1
2018,16,Cruzeiro,São Paulo,0,2
2018,16,Atlético-PR,Vitória,4,0
2018,16,Chapecoense,Grêmio,1,1
2018,16,Bahia,Atlético-MG,2,2
2018,16,Vasco,Corinthians,1,4
2018,16,Flamengo,Sport,4,1
2018,16,Ceará,Fluminense,1,0
2018,16,Santos,América-MG,0,1
2018,16,Palmeiras,Paraná,3,0
2018,16,Internacional,Botafogo,3,0
2018,17,Atlético-MG,Internacional,0,1
2018,17,Paraná,Ceará,0,1
2018,17,América-MG,Palmeiras,0,0
2018,17,Vitória,Cruzeiro,1,1
2018,17,Fluminense,Bahia,1,1
2018,17,Botafogo,Santos,0,0
2018,17,São Paulo,Vasco,2,1
2018,17,Sport,Chapecoense,1,1
2018,17,Corinthians,Atlético-PR,0,0
2018,17,Grêmio,Flamengo,2,0
2018,18,Atlético-MG,Santos,3,0
2018,18,Paraná,Botafogo,1,1
2018,18,Chapecoense,Corinthians,2,1
2018,18,Bahia,América-MG,1,0
2018,18,Fluminense,Internacional,0,3
2018,18,Flamengo,Cruzeiro,1,0
2018,18,Ceará,Atlético-PR,0,0
2018,18,Sport,São Paulo,1,3
2018,18,Palmeiras,Vasco,1,0
2018,18,Grêmio,Vitória,4,0
2018,19,Cruzeiro,Bahia,1,1
2018,19,Atlético-PR,Flamengo,3,0
2018,19,América-MG,Fluminense,0,0
2018,19,Vitória,Palmeiras,0,3
2018,19,Vasco,Ceará,1,1
2018,19,Botafogo,Atlético-MG,0,3
2018,19,São Paulo,Chapecoense,2,0
2018,19,Santos,Sport,3,0
2018,19,Corinthians,Grêmio,0,1
2018,19,Internacional,Paraná,1,0
2018,20,Ceará,Santos,1,1
2018,20,Bahia,Internacional,0,1
2018,20,Paraná,São Paulo,1,1
2018,20,Palmeiras,Botafogo,2,0
2018,20,Sport,América-MG,0,2
2018,20,Grêmio,Cruzeiro,1,1
2018,20,Fluminense,Corinthians,1,0
2018,20,Flamengo,Vitória,1,0
2018,20,Atlético-MG,Vasco,0,0
2018,20,Chapecoense,Atlético-PR,2,1
2018,21,Santos,Bahia,2,0
2018,21,Atlético-PR,Grêmio,2,1
2018,21,Corinthians,Paraná,1,0
2018,21,Cruzeiro,Fluminense,2,1
2018,21,Botafogo,Sport,2,0
2018,21,São Paulo,Ceará,1,0
2018,21,América-MG,Flamengo,2,2
2018,21,Vitória,Atlético-MG,1,0
2018,21,Internacional,Palmeiras,0,0
2018,21,Vasco,Chapecoense,3,1
2018,22,Vitória,América-MG,1,0
2018,22,Grêmio,Botafogo,4,0
2018,22,Vasco,Santos,0,3
2018,22,Corinthians,Atlético-MG,1,1
2018,22,Flamengo,Ceará,1,1
2018,22,Atlético-PR,Bahia,2,0
2018,22,São Paulo,Fluminense,1,1
2018,22,Sport,Paraná,1,0
2018,22,Cruzeiro,Internacional,0,0
2018,22,Chapecoense,Palmeiras,1,2
2018,23,Bahia,Sport,2,0
2018,23,Botafogo,Cruzeiro,1,1
2018,23,Ceará,Corinthians,2,1
2018,23,Paraná,Chapecoense,1,1
2018,23,Palmeiras,Atlético-PR,2,0
2018,23,Atlético-MG,São Paulo,1,0
2018,23,Internacional,Flamengo,2,1
2018,23,Fluminense,Vitória,0,0
2018,23,Santos,Grêmio,0,0
2018,23,América-MG,Vasco,2,1
2018,24,Sport,Cruzeiro,0,0
2018,24,São Paulo,Bahia,1,0
2018,24,Flamengo,Chapecoense,2,0
2018,24,América-MG,Ceará,0,0
2018,24,Fluminense,Botafogo,1,0
2018,24,Palmeiras,Corinthians,1,0
2018,24,Internacional,Grêmio,1,0
2018,24,Paraná,Santos,0,2
2018,24,Vitória,Vasco,1,0
2018,24,Atlético-MG,Atlético-PR,3,1
2018,25,Ceará,Vitória,2,0
2018,25,Grêmio,Paraná,2,0
2018,25,Vasco,Flamengo,1,1
2018,25,Botafogo,América-MG,1,0
2018,25,Cruzeiro,Atlético-MG,0,0
2018,25,Atlético-PR,Fluminense,3,1
2018,25,Bahia,Palmeiras,1,1
2018,25,Santos,São Paulo,0,0
2018,25,Corinthians,Sport,2,1
2018,25,Chapecoense,Internacional,2,1
2018,26,São Paulo,América-MG,1,1
2018,26,Grêmio,Ceará,3,2
2018,26,Atlético-PR,Paraná,3,0
2018,26,Flamengo,Atlético-MG,2,1
2018,26,Corinthians,Internacional,1,1
2018,26,Vitória,Botafogo,3,4
2018,26,Sport,Palmeiras,0,1
2018,26,Cruzeiro,Santos,2,1
2018,26,Chapecoense,Fluminense,1,2
2018,26,Vasco,Bahia,2,1
2018,27,Fluminense,Grêmio,0,1
2018,27,América-MG,Corinthians,0,0
2018,27,Bahia,Flamengo,0,0
2018,27,Palmeiras,Cruzeiro,3,1
2018,27,Atlético-MG,Sport,5,2
2018,27,Botafogo,São Paulo,2,2
2018,27,Santos,Atlético-PR,1,0
2018,27,Internacional,Vitória,2,1
2018,27,Ceará,Chapecoense,3,1
2018,27,Paraná,Vasco,1,1
2018,28,Cruzeiro,Ceará,0,2
2018,28,Sport,Internacional,2,1
2018,28,Corinthians,Flamengo,0,3
2018,28,Vitória,Santos,0,1
2018,28,Atlético-PR,América-MG,4,0
2018,28,Chapecoense,Atlético-MG,1,0
2018,28,São Paulo,Palmeiras,0,2
2018,28,Grêmio,Bahia,2,2
2018,28,Fluminense,Paraná,4,0
2018,28,Botafogo,Vasco,1,1
2018,29,Flamengo,Fluminense,3,0
2018,29,Santos,Corinthians,1,0
2018,29,Bahia,Paraná,2,0
2018,29,Chapecoense,Vitória,0,1
2018,29,Vasco,Cruzeiro,2,0
2018,29,Palmeiras,Grêmio,2,0
2018,29,Internacional,São Paulo,3,1
2018,29,Atlético-MG,América-MG,0,0
2018,29,Atlético-PR,Sport,4,0
2018,29,Ceará,Botafogo,0,0
2018,30,América-MG,Grêmio,1,1
2018,30,Botafogo,Bahia,0,1
2018,30,São Paulo,Atlético-PR,0,0
2018,30,Sport,Vasco,2,1
2018,30,Vitória,Corinthians,2,2
2018,30,Fluminense,Atlético-MG,1,0
2018,30,Palmeiras,Ceará,2,1
2018,30,Cruzeiro,Chapecoense,3,0
2018,30,Paraná,Flamengo,0,4
2018,30,Internacional,Santos,2,2
2018,31,Vitória,São Paulo,0,1
2018,31,Vasco,Internacional,1,1
2018,31,Santos,Fluminense,3,0
2018,31,Grêmio,Sport,3,4
2018,31,Corinthians,Bahia,2,1
2018,31,Flamengo,Palmeiras,1,1
2018,31,Chapecoense,América-MG,1,0
2018,31,Cruzeiro,Paraná,3,1
2018,31,Atlético-PR,Botafogo,2,1
2018,31,Ceará,Atlético-MG,2,1
2018,32,Atlético-MG,Grêmio,0,1
2018,32,Fluminense,Vasco,0,1
2018,32,Palmeiras,Santos,3,2
2018,32,Paraná,Vitória,1,1
2018,32,América-MG,Cruzeiro,1,2
2018,32,Botafogo,Corinthians,1,0
2018,32,São Paulo,Flamengo,2,2
2018,32,Bahia,Chapecoense,1,0
2018,32,Internacional,Atlético-PR,2,1
2018,32,Sport,Ceará,1,0
2018,33,Corinthians,São Paulo,1,1
2018,33,Atlético-PR,Cruzeiro,2,0
2018,33,Botafogo,Flamengo,0,2
2018,33,América-MG,Paraná,1,1
2018,33,Atlético-MG,Palmeiras,1,1
2018,33,Vitória,Bahia,2,2
2018,33,Ceará,Internacional,1,1
2018,33,Grêmio,Vasco,2,1
2018,33,Fluminense,Sport,0,0
2018,33,Santos,Chapecoense,0,1
2018,34,Vasco,Atlético-PR,1,1
2018,34,Paraná,Atlético-MG,0,1
2018,34,Bahia,Ceará,2,1
2018,34,Cruzeiro,Corinthians,1,0
2018,34,Sport,Vitória,0,0
2018,34,Palmeiras,Fluminense,3,0
2018,34,Chapecoense,Botafogo,0,1
2018,34,Flamengo,Santos,1,0
2018,34,São Paulo,Grêmio,1,1
2018,34,Internacional,América-MG,2,0
2018,35,Vitória,Atlético-PR,1,2
2018,35,Corinthians,Vasco,1,0
2018,35,Atlético-MG,Bahia,1,0
2018,35,Paraná,Palmeiras,1,1
2018,35,América-MG,Santos,2,1
2018,35,Botafogo,Internacional,1,0
2018,35,Sport,Flamengo,0,1
2018,35,São Paulo,Cruzeiro,1,0
2018,35,Grêmio,Chapecoense,2,0
2018,35,Fluminense,Ceará,0,0
2018,36,Internacional,Atlético-MG,1,2
2018,36,Santos,Botafogo,1,1
2018,36,Cruzeiro,Vitória,3,0
2018,36,Atlético-PR,Corinthians,1,0
2018,36,Flamengo,Grêmio,2,0
2018,36,Palmeiras,América-MG,4,0
2018,36,Vasco,São Paulo,2,0
2018,36,Chapecoense,Sport,2,1
2018,36,Bahia,Fluminense,2,0
2018,36,Ceará,Paraná,1,0
2018,37,Santos,Atlético-MG,3,2
2018,37,Cruzeiro,Flamengo,0,2
2018,37,Atlético-PR,Ceará,2,2
2018,37,Vitória,Grêmio,0,0
2018,37,Vasco,Palmeiras,0,1
2018,37,América-MG,Bahia,1,0
2018,37,Corinthians,Chapecoense,0,0
2018,37,Internacional,Fluminense,2,0
2018,37,Botafogo,Paraná,2,1
2018,37,São Paulo,Sport,0,0
2018,38,Atlético-MG,Botafogo,1,0
2018,38,Flamengo,Atlético-PR,1,2
2018,38,Paraná,Internacional,1,1
2018,38,Chapecoense,São Paulo,1,0
2018,38,Bahia,Cruzeiro,0,0
2018,38,Fluminense,América-MG,1,0
2018,38,Ceará,Vasco,0,0
2018,38,Sport,Santos,2,1
2018,38,Palmeiras,Vitória,3,2
2018,38,Grêmio,Corinthians,1,0
2019,1,Grêmio,Santos,1.0,2.0
2019,1,Atlético-MG,Avaí,2.0,1.0
2019,1,Ceará,CSA,4.0,0.0
2019,1,Palmeiras,Fortaleza,4.0,0.0
2019,1,São Paulo,Botafogo,2.0,0.0
2019,1,Flamengo,Cruzeiro,3.0,1.0
2019,1,Fluminense,Goiás,0.0,1.0
2019,1,Chapecoense,Internacional,2.0,0.0
2019,1,Bahia,Corinthians,3.0,2.0
2019,1,Atlético-PR,Vasco,4.0,1.0
2019,2,Internacional,Flamengo,2.0,1.0
2019,2,Cruzeiro,Ceará,1.0,0.0
2019,2,Fortaleza,Atlético-PR,2.0,1.0
2019,2,Corinthians,Chapecoense,1.0,0.0
2019,2,Santos,Fluminense,2.0,1.0
2019,2,Vasco,Atlético-MG,1.0,2.0
2019,2,Botafogo,Bahia,3.0,2.0
2019,2,Avaí,Grêmio,1.0,1.0
2019,2,Goiás,São Paulo,1.0,2.0
2019,2,CSA,Palmeiras,1.0,1.0
2019,3,Grêmio,Fluminense,4.0,5.0
2019,3,Cruzeiro,Goiás,2.0,1.0
2019,3,Ceará,Atlético-MG,1.0,2.0
2019,3,Palmeiras,Internacional,1.0,0.0
2019,3,São Paulo,Flamengo,1.0,1.0
2019,3,Vasco,Corinthians,1.0,1.0
2019,3,Botafogo,Fortaleza,1.0,0.0
2019,3,Chapecoense,Atlético-PR,1.0,1.0
2019,3,Bahia,Avaí,1.0,0.0
2019,3,CSA,Santos,0.0,0.0
2019,4,Internacional,Cruzeiro,3.0,1.0
2019,4,Atlético-MG,Palmeiras,0.0,2.0
2019,4,Fortaleza,São Paulo,0.0,1.0
2019,4,Corinthians,Grêmio,0.0,0.0
2019,4,Santos,Vasco,3.0,0.0
2019,4,Flamengo,Chapecoense,2.0,1.0
2019,4,Fluminense,Botafogo,0.0,1.0
2019,4,Avaí,CSA,0.0,0.0
2019,4,Goiás,Ceará,2.0,1.0
2019,4,Atlético-PR,Bahia,1.0,0.0
2019,5,Internacional,CSA,2.0,0.0
2019,5,Atlético-MG,Flamengo,2.0,1.0
2019,5,Ceará,Grêmio,2.0,1.0
2019,5,Palmeiras,Santos,4.0,0.0
2019,5,São Paulo,Bahia,0.0,0.0
2019,5,Vasco,Avaí,1.0,1.0
2019,5,Fluminense,Cruzeiro,4.0,1.0
2019,5,Chapecoense,Fortaleza,1.0,3.0
2019,5,Goiás,Botafogo,1.0,0.0
2019,5,Atlético-PR,Corinthians,0.0,2.0
2019,6,Grêmio,Atlético-MG,1.0,0.0
2019,6,Cruzeiro,Chapecoense,1.0,2.0
2019,6,Fortaleza,Vasco,1.0,1.0
2019,6,Corinthians,São Paulo,1.0,0.0
2019,6,Santos,Internacional,0.0,0.0
2019,6,Flamengo,Atlético-PR,3.0,2.0
2019,6,Botafogo,Palmeiras,0.0,1.0
2019,6,Avaí,Ceará,1.0,2.0
2019,6,Bahia,Fluminense,3.0,2.0
2019,6,CSA,Goiás,1.0,0.0
2019,7,Internacional,Avaí,2.0,0.0
2019,7,Atlético-MG,CSA,4.0,0.0
2019,7,Ceará,Santos,0.0,1.0
2019,7,São Paulo,Cruzeiro,1.0,1.0
2019,7,Flamengo,Fortaleza,2.0,0.0
2019,7,Botafogo,Vasco,1.0,0.0
2019,7,Chapecoense,Palmeiras,1.0,2.0
2019,7,Corinthians,Goiás,2.0,0.0
2019,7,Bahia,Grêmio,1.0,0.0
2019,7,Atlético-PR,Fluminense,3.0,0.0
2019,8,Grêmio,Fortaleza,1.0,0.0
2019,8,Cruzeiro,Corinthians,0.0,0.0
2019,8,Ceará,Bahia,0.0,0.0
2019,8,Palmeiras,Atlético-PR,1.0,0.0
2019,8,Santos,Atlético-MG,3.0,1.0
2019,8,Avaí,São Paulo,0.0,0.0
2019,8,Vasco,Internacional,2.0,1.0
2019,8,Fluminense,Flamengo,0.0,0.0
2019,8,Goiás,Chapecoense,3.0,1.0
2019,8,CSA,Botafogo,1.0,2.0
2019,9,Internacional,Bahia,3.0,1.0
2019,9,Atlético-MG,São Paulo,1.0,1.0
2019,9,Fortaleza,Cruzeiro,2.0,1.0
2019,9,Palmeiras,Avaí,2.0,0.0
2019,9,Santos,Corinthians,1.0,0.0
2019,9,Vasco,Ceará,1.0,0.0
2019,9,Botafogo,Grêmio,0.0,1.0
2019,9,Chapecoense,Fluminense,1.0,1.0
2019,9,Goiás,Atlético-PR,2.0,1.0
2019,9,CSA,Flamengo,0.0,2.0
2019,10,Grêmio,Vasco,2.0,1.0
2019,10,Cruzeiro,Botafogo,0.0,0.0
2019,10,Fortaleza,Avaí,2.0,0.0
2019,10,Corinthians,CSA,1.0,0.0
2019,10,São Paulo,Palmeiras,1.0,1.0
2019,10,Flamengo,Goiás,6.0,1.0
2019,10,Fluminense,Ceará,1.0,1.0
2019,10,Chapecoense,Atlético-MG,1.0,2.0
2019,10,Bahia,Santos,0.0,1.0
2019,10,Atlético-PR,Internacional,1.0,0.0
2019,11,Internacional,Grêmio,1.0,1.0
2019,11,Atlético-MG,Fortaleza,2.0,2.0
2019,11,Ceará,Palmeiras,2.0,0.0
2019,11,Corinthians,Flamengo,1.0,1.0
2019,11,São Paulo,Chapecoense,4.0,0.0
2019,11,Vasco,Fluminense,2.0,1.0
2019,11,Botafogo,Santos,0.0,1.0
2019,11,Avaí,Goiás,0.0,0.0
2019,11,Bahia,Cruzeiro,0.0,0.0
2019,11,CSA,Atlético-PR,0.0,4.0
2019,12,Internacional,Ceará,1.0,0.0
2019,12,Cruzeiro,Atlético-PR,0.0,2.0
2019,12,Fortaleza,Corinthians,1.0,3.0
2019,12,Palmeiras,Vasco,1.0,1.0
2019,12,Santos,Avaí,3.0,1.0
2019,12,Flamengo,Botafogo,3.0,2.0
2019,12,Fluminense,São Paulo,1.0,2.0
2019,12,Chapecoense,Bahia,0.0,0.0
2019,12,Goiás,Atlético-MG,0.0,0.0
2019,12,CSA,Grêmio,0.0,0.0
2019,13,Corinthians,Goiás,2.0,0.0
2019,13,Grêmio,Chapecoense,3.0,3.0
2019,13,Atlético-MG,Cruzeiro,2.0,0.0
2019,13,Ceará,Fortaleza,2.0,1.0
2019,13,Corinthians,Palmeiras,1.0,1.0
2019,13,Santos,Goiás,6.0,1.0
2019,13,Vasco,CSA,0.0,0.0
2019,13,Fluminense,Internacional,2.0,1.0
2019,13,Avaí,Botafogo,0.0,2.0
2019,13,Bahia,Flamengo,3.0,0.0
2019,14,Internacional,Corinthians,0.0,0.0
2019,14,Atlético-MG,Fluminense,2.0,1.0
2019,14,Ceará,Chapecoense,4.0,1.0
2019,14,Palmeiras,Bahia,2.0,2.0
2019,14,São Paulo,Santos,3.0,2.0
2019,14,Flamengo,Grêmio,3.0,1.0
2019,14,Botafogo,Atlético-PR,2.0,1.0
2019,14,Avaí,Cruzeiro,2.0,2.0
2019,14,Goiás,Vasco,0.0,1.0
2019,14,CSA,Fortaleza,0.0,2.0
2019,15,Atlético-PR,São Paulo,0.0,1.0
2019,15,Grêmio,Palmeiras,1.0,1.0
2019,15,Cruzeiro,Santos,2.0,0.0
2019,15,Fortaleza,Internacional,0.0,1.0
2019,15,Corinthians,Botafogo,2.0,0.0
2019,15,Vasco,Flamengo,1.0,4.0
2019,15,Fluminense,CSA,0.0,1.0
2019,15,Chapecoense,Avaí,1.0,0.0
2019,15,Bahia,Goiás,1.0,1.0
2019,15,Atlético-PR,Atlético-MG,1.0,0.0
2019,16,Grêmio,Atlético-PR,2.0,1.0
2019,16,Atlético-MG,Bahia,0.0,1.0
2019,16,Ceará,Flamengo,0.0,3.0
2019,16,Santos,Fortaleza,3.0,3.0
2019,16,Vasco,São Paulo,2.0,0.0
2019,16,Botafogo,Chapecoense,0.0,0.0
2019,16,Avaí,Corinthians,1.0,1.0
2019,16,Goiás,Internacional,2.0,1.0
2019,16,CSA,Cruzeiro,1.0,1.0
2019,16,Palmeiras,Fluminense,3.0,0.0
2019,17,Internacional,Botafogo,3.0,2.0
2019,17,Cruzeiro,Vasco,1.0,0.0
2019,17,Fortaleza,Goiás,2.0,0.0
2019,17,Corinthians,Atlético-MG,1.0,0.0
2019,17,São Paulo,Grêmio,0.0,0.0
2019,17,Flamengo,Palmeiras,3.0,0.0
2019,17,Fluminense,Avaí,0.0,1.0
2019,17,Chapecoense,Santos,0.0,1.0
2019,17,Bahia,CSA,1.0,0.0
2019,17,Atlético-PR,Ceará,1.0,0.0
2019,18,Internacional,São Paulo,1.0,0.0
2019,18,Cruzeiro,Grêmio,1.0,4.0
2019,18,Fortaleza,Fluminense,0.0,1.0
2019,18,Corinthians,Ceará,2.0,2.0
2019,18,Santos,Atlético-PR,1.0,1.0
2019,18,Vasco,Bahia,0.0,2.0
2019,18,Botafogo,Atlético-MG,2.0,1.0
2019,18,Avaí,Flamengo,0.0,3.0
2019,18,Goiás,Palmeiras,1.0,2.0
2019,18,CSA,Chapecoense,2.0,0.0
2019,19,Grêmio,Goiás,3.0,0.0
2019,19,Atlético-MG,Internacional,1.0,3.0
2019,19,Ceará,Botafogo,0.0,0.0
2019,19,Palmeiras,Cruzeiro,1.0,0.0
2019,19,São Paulo,CSA,1.0,1.0
2019,19,Flamengo,Santos,1.0,0.0
2019,19,Fluminense,Corinthians,1.0,0.0
2019,19,Chapecoense,Vasco,1.0,2.0
2019,19,Bahia,Fortaleza,1.0,1.0
2019,19,Atlético-PR,Avaí,0.0,1.0
2019,20,Internacional,Chapecoense,1.0,0.0
2019,20,Cruzeiro,Flamengo,1.0,2.0
2019,20,Fortaleza,Palmeiras,0.0,1.0
2019,20,Corinthians,Bahia,2.0,1.0
2019,20,Santos,Grêmio,0.0,3.0
2019,20,Vasco,Atlético-PR,1.0,1.0
2019,20,Botafogo,São Paulo,1.0,2.0
2019,20,Avaí,Atlético-MG,1.0,0.0
2019,20,Goiás,Fluminense,3.0,0.0
2019,20,CSA,Ceará,1.0,0.0
2019,21,Grêmio,Avaí,6.0,1.0
2019,21,Ceará,Cruzeiro,0.0,0.0
2019,21,Palmeiras,CSA,6.0,2.0
2019,21,São Paulo,Goiás,0.0,1.0
2019,21,Flamengo,Internacional,3.0,1.0
2019,21,Fluminense,Santos,1.0,1.0
2019,21,Bahia,Botafogo,2.0,0.0
2019,21,Chapecoense,Corinthians,0.0,1.0
2019,21,Atlético-PR,Fortaleza,4.0,1.0
2019,21,Atlético-MG,Vasco,1.0,2.0
2019,22,Internacional,Palmeiras,1.0,1.0
2019,22,Atlético-MG,Ceará,2.0,1.0
2019,22,Fortaleza,Botafogo,1.0,0.0
2019,22,Corinthians,Vasco,1.0,0.0
2019,22,Santos,CSA,2.0,0.0
2019,22,Flamengo,São Paulo,0.0,0.0
2019,22,Fluminense,Grêmio,2.0,1.0
2019,22,Avaí,Bahia,0.0,2.0
2019,22,Goiás,Cruzeiro,1.0,0.0
2019,22,Atlético-PR,Chapecoense,1.0,1.0
2019,23,Grêmio,Corinthians,0.0,0.0
2019,23,Cruzeiro,Internacional,1.0,1.0
2019,23,Ceará,Goiás,0.0,1.0
2019,23,Palmeiras,Atlético-MG,1.0,1.0
2019,23,São Paulo,Fortaleza,2.0,1.0
2019,23,Vasco,Santos,0.0,1.0
2019,23,Botafogo,Fluminense,0.0,1.0
2019,23,Chapecoense,Flamengo,0.0,1.0
2019,23,Bahia,Atlético-PR,1.0,2.0
2019,23,CSA,Avaí,3.0,1.0
2019,24,Grêmio,Ceará,2.0,1.0
2019,24,Cruzeiro,Fluminense,0.0,0.0
2019,24,Fortaleza,Chapecoense,2.0,0.0
2019,24,Corinthians,Atlético-PR,2.0,2.0
2019,24,Santos,Palmeiras,2.0,0.0
2019,24,Flamengo,Atlético-MG,3.0,1.0
2019,24,Botafogo,Goiás,3.0,1.0
2019,24,Avaí,Vasco,0.0,0.0
2019,24,Bahia,São Paulo,0.0,0.0
2019,24,CSA,Internacional,1.0,0.0
2019,25,Internacional,Santos,0.0,0.0
2019,25,Atlético-MG,Grêmio,1.0,4.0
2019,25,Ceará,Avaí,1.0,0.0
2019,25,Palmeiras,Botafogo,1.0,0.0
2019,25,São Paulo,Corinthians,1.0,0.0
2019,25,Vasco,Fortaleza,1.0,0.0
2019,25,Fluminense,Bahia,2.0,0.0
2019,25,Chapecoense,Cruzeiro,1.0,1.0
2019,25,Goiás,CSA,1.0,0.0
2019,25,Atlético-PR,Flamengo,0.0,2.0
2019,26,Grêmio,Bahia,0.0,1.0
2019,26,Cruzeiro,São Paulo,1.0,0.0
2019,26,Fortaleza,Flamengo,1.0,2.0
2019,26,Palmeiras,Chapecoense,1.0,0.0
2019,26,Santos,Ceará,2.0,1.0
2019,26,Vasco,Botafogo,2.0,1.0
2019,26,Fluminense,Atlético-PR,1.0,2.0
2019,26,Avaí,Internacional,0.0,2.0
2019,26,Goiás,Corinthians,2.0,2.0
2019,26,CSA,Atlético-MG,2.0,2.0
2019,27,Internacional,Vasco,0.0,1.0
2019,27,Atlético-MG,Santos,2.0,0.0
2019,27,Fortaleza,Grêmio,2.0,1.0
2019,27,Corinthians,Cruzeiro,1.0,2.0
2019,27,São Paulo,Avaí,1.0,0.0
2019,27,Flamengo,Fluminense,2.0,0.0
2019,27,Botafogo,CSA,2.0,1.0
2019,27,Chapecoense,Goiás,2.0,2.0
2019,27,Bahia,Ceará,1.0,2.0
2019,27,Atlético-PR,Palmeiras,1.0,1.0
2019,28,Grêmio,Botafogo,3.0,0.0
2019,28,Cruzeiro,Fortaleza,1.0,1.0
2019,28,Ceará,Vasco,1.0,1.0
2019,28,Corinthians,Santos,0.0,0.0
2019,28,São Paulo,Atlético-MG,2.0,0.0
2019,28,Flamengo,CSA,1.0,0.0
2019,28,Fluminense,Chapecoense,1.0,1.0
2019,28,Avaí,Palmeiras,1.0,2.0
2019,28,Bahia,Internacional,2.0,3.0
2019,28,Atlético-PR,Goiás,4.0,1.0
2019,29,Internacional,Atlético-PR,1.0,1.0
2019,29,Atlético-MG,Chapecoense,0.0,2.0
2019,29,Ceará,Fluminense,2.0,0.0
2019,29,Palmeiras,São Paulo,3.0,0.0
2019,29,Santos,Bahia,1.0,0.0
2019,29,Vasco,Grêmio,1.0,3.0
2019,29,Botafogo,Cruzeiro,0.0,2.0
2019,29,Avaí,Fortaleza,1.0,3.0
2019,29,Goiás,Flamengo,2.0,2.0
2019,29,CSA,Corinthians,2.0,1.0
2019,30,Grêmio,Internacional,2.0,0.0
2019,30,Cruzeiro,Bahia,1.0,1.0
2019,30,Fortaleza,Atlético-MG,2.0,2.0
2019,30,Palmeiras,Ceará,1.0,0.0
2019,30,Santos,Botafogo,4.0,1.0
2019,30,Flamengo,Corinthians,4.0,1.0
2019,30,Fluminense,Vasco,0.0,0.0
2019,30,Chapecoense,São Paulo,0.0,3.0
2019,30,Goiás,Avaí,2.0,0.0
2019,30,Atlético-PR,CSA,1.0,0.0
2019,31,Grêmio,CSA,2.0,1.0
2019,31,Atlético-MG,Goiás,2.0,0.0
2019,31,Ceará,Internacional,2.0,0.0
2019,31,Corinthians,Fortaleza,3.0,2.0
2019,31,São Paulo,Fluminense,0.0,2.0
2019,31,Vasco,Palmeiras,1.0,2.0
2019,31,Botafogo,Flamengo,0.0,1.0
2019,31,Avaí,Santos,1.0,2.0
2019,31,Bahia,Chapecoense,1.0,1.0
2019,31,Atlético-PR,Cruzeiro,0.0,0.0
2019,32,Internacional,Fluminense,2.0,1.0
2019,32,Cruzeiro,Atlético-MG,0.0,0.0
2019,32,Fortaleza,Ceará,1.0,0.0
2019,32,Palmeiras,Corinthians,1.0,1.0
2019,32,São Paulo,Atlético-PR,0.0,1.0
2019,32,Flamengo,Bahia,3.0,1.0
2019,32,Botafogo,Avaí,2.0,0.0
2019,32,Chapecoense,Grêmio,0.0,1.0
2019,32,Goiás,Santos,0.0,3.0
2019,32,CSA,Vasco,0.0,3.0
2019,33,Santos,São Paulo,1.0,1.0
2019,33,Fluminense,Atlético-MG,1.0,1.0
2019,33,Grêmio,Flamengo,0.0,1.0
2019,33,Bahia,Palmeiras,1.0,1.0
2019,33,Corinthians,Internacional,0.0,0.0
2019,33,Chapecoense,Ceará,1.0,0.0
2019,33,Atlético-PR,Botafogo,1.0,0.0
2019,33,Fortaleza,CSA,3.0,0.0
2019,33,Vasco,Goiás,1.0,1.0
2019,33,Cruzeiro,Avaí,0.0,0.0
2019,34,Flamengo,Vasco,4.0,4.0
2019,34,Santos,Cruzeiro,4.0,1.0
2019,34,Atlético-MG,Atlético-PR,0.0,1.0
2019,34,Palmeiras,Grêmio,1.0,2.0
2019,34,Goiás,Bahia,4.0,3.0
2019,34,Botafogo,Corinthians,1.0,0.0
2019,34,Internacional,Fortaleza,2.0,2.0
2019,34,Ceará,São Paulo,1.0,1.0
2019,34,Avaí,Chapecoense,0.0,1.0
2019,34,CSA,Fluminense,0.0,1.0
2019,35,Internacional,Goiás,1.0,2.0
2019,35,Chapecoense,Botafogo,0.0,1.0
2019,35,Bahia,Atlético-MG,1.0,1.0
2019,35,Corinthians,Avaí,3.0,0.0
2019,35,Flamengo,Ceará,4.0,1.0
2019,35,Atlético-PR,Grêmio,2.0,0.0
2019,35,Fluminense,Palmeiras,1.0,0.0
2019,35,Fortaleza,Santos,2.0,1.0
2019,35,São Paulo,Vasco,1.0,0.0
2019,35,Cruzeiro,CSA,0.0,1.0
