atletas.atleta_id,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,atletas.posicao_id,A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG
37788,Fortaleza,0,0.0,gol,0.0,1,0.0,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,0.0,3,0.0,0.0,2
38001,Bahia,0,0.0,gol,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0
37701,Grêmio,0,0.0,lat,1,1,0.0,0.0,0.0,8,0.0,2,14,0.0,0.0,0.0,0.0,1,41,0.0,15,6
101846,Avaí,0,0.0,lat,1,1,0.0,0.0,0.0,14,0.0,3,10,0.0,0.0,0.0,0.0,0.0,30,0.0,10,4
38162,Cruzeiro,2,0.0,ata,3,11,0.0,0.0,0.0,48,15,16,41,1,5,0.0,0.0,14,57,0.0,5,0.0
38144,Flamengo,6.7,0.0,lat,5,7,0.0,0.0,0.0,27,3,1,16,0.0,0.0,0.0,0.0,1,33,0.0,22,9
38229,Atlético-MG,0,0.0,lat,1,6,0.0,0.0,0.0,30,4,3,21,2,4,0.0,0.0,2,46,0.0,21,6
38140,Palmeiras,0,0.0,gol,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
38231,Grêmio,1.5,0.0,ata,1,2,1,0.0,0.0,25,16,7,25,0.0,4,0.0,0.0,6,61,1,17,0.0
38196,Grêmio,0,0.0,mei,3,6,0.0,0.0,0.0,17,3,4,13,0.0,3,0.0,0.0,0.0,41,0.0,16,0.0
38279,Fortaleza,4.3,0.0,ata,3,7,0.0,0.0,0.0,53,16,22,42,2,13,0.0,0.0,13,40,0.0,14,0.0
38277,Cruzeiro,0,0.0,mei,5,8,0.0,0.0,0.0,22,24,36,32,1,6,0.0,0.0,2,66,1,16,0.0
38311,Chapecoense,2.2,0.0,mei,0.0,4,1,0.0,0.0,34,5,8,49,0.0,0.0,0.0,0.0,0.0,40,0.0,64,0.0
101861,Atlético-MG,0,0.0,ata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38315,Corinthians,0,0.0,mei,1,3,0.0,0.0,0.0,6,1,8,3,1,0.0,0.0,0.0,0.0,23,0.0,1,0.0
37655,Goiás,6.5,0.0,ata,0.0,4,1,0.0,0.0,51,4,19,26,0.0,7,0.0,0.0,6,28,0.0,8,0.0
38336,Atlético-PR,4.4,0.0,lat,1,3,0.0,0.0,0.0,11,0.0,1,4,0.0,1,0.0,0.0,0.0,20,0.0,9,4
38394,Atlético-PR,6.4,0.0,zag,0.0,6,0.0,0.0,0.0,22,6,5,15,0.0,0.0,0.0,0.0,0.0,21,0.0,15,6
38431,Botafogo,0,0.0,gol,0.0,0.0,0.0,23,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,1,0.0,0.0,0.0
38451,CSA,0,0.0,lat,0.0,2,0.0,0.0,0.0,22,6,11,24,0.0,2,1,0.0,2,59,0.0,41,8
101719,Vasco,0,0.0,lat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38509,Flamengo,0,0.0,gol,0.0,0.0,0.0,38,2,0.0,0.0,0.0,4,0.0,0.0,0.0,22,0.0,18,0.0,2,13
38573,CSA,3.2,0.0,mei,0.0,3,0.0,0.0,0.0,11,1,4,9,0.0,1,0.0,0.0,0.0,14,0.0,13,0.0
38505,Vasco,0,0.0,zag,1,9,1,0.0,0.0,17,3,4,20,0.0,2,0.0,0.0,2,24,0.0,24,7
38523,Cruzeiro,-2.8,0.0,lat,0.0,3,2,0.0,0.0,18,0.0,5,11,2,0.0,0.0,0.0,0.0,27,0.0,18,4
38545,Palmeiras,0,0.0,mei,1,7,1,0.0,0.0,34,4,15,26,0.0,3,0.0,0.0,1,41,0.0,27,0.0
38515,Avaí,-1,0.0,zag,0.0,2,0.0,0.0,0.0,20,0.0,9,10,1,0.0,0.0,0.0,1,26,0.0,22,2
42222,Fortaleza,0,0.0,ata,5,3,1,0.0,0.0,26,8,18,20,3,6,0.0,0.0,1,39,0.0,14,0.0
38632,Fluminense,0,0.0,zag,0.0,1,0.0,0.0,0.0,7,4,3,2,0.0,1,0.0,0.0,1,6,0.0,11,0.0
38910,Atlético-MG,0,0.0,ata,2,0.0,0.0,0.0,0.0,15,9,14,17,1,2,0.0,0.0,2,11,1,6,0.0
50407,Vasco,0,0.0,mei,0.0,0.0,0.0,0.0,0.0,10,2,1,3,0.0,0.0,0.0,0.0,1,7,0.0,6,0.0
38738,Avaí,0,0.0,mei,1,1,0.0,0.0,0.0,3,1,6,8,0.0,0.0,0.0,0.0,2,34,0.0,2,0.0
38939,São Paulo,6.4,0.0,lat,3,4,0.0,0.0,0.0,46,6,13,42,1,2,0.0,0.0,5,70,0.0,34,6
38909,Flamengo,15.6,0.0,mei,1,5,0.0,0.0,0.0,16,10,10,29,2,1,0.0,0.0,0.0,35,1,9,0.0
39572,Chapecoense,0,0.0,ata,0.0,2,0.0,0.0,0.0,8,5,8,33,0.0,0.0,0.0,0.0,0.0,15,0.0,12,0.0
38750,Flamengo,0,0.0,lat,0.0,0.0,0.0,0.0,0.0,25,1,0.0,10,0.0,0.0,0.0,0.0,0.0,36,0.0,42,6
38959,Corinthians,0,0.0,ata,0.0,4,0.0,0.0,0.0,30,5,11,36,0.0,5,0.0,0.0,9,33,0.0,14,0.0
38913,Fluminense,2.5,0.0,mei,2,2,1,0.0,0.0,23,5,20,38,0.0,3,0.0,0.0,2,77,0.0,16,0.0
78435,Flamengo,0,0.0,ata,3,3,0.0,0.0,0.0,30,12,23,19,0.0,5,0.0,0.0,3,36,0.0,19,0.0
42116,Palmeiras,0,0.0,ata,1,3,1,0.0,0.0,14,7,6,18,2,4,0.0,0.0,5,27,0.0,6,0.0
39850,Atlético-MG,7.85,0.0,tec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41929,Grêmio,6.37,0.0,tec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41258,Cruzeiro,0.45,0.0,tec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41327,Vasco,1.94,0.0,tec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37657,Palmeiras,-0.3,0.0,zag,0.0,1,0.0,0.0,0.0,4,1,4,3,0.0,0.0,0.0,0.0,0.0,3,0.0,5,2
37656,Cruzeiro,-1,0.0,gol,0.0,2,0.0,42,2,0.0,0.0,0.0,5,0.0,0.0,0.0,38,0.0,13,0.0,0.0,12
68821,Grêmio,4.1,0.0,lat,3,0.0,1,0.0,0.0,14,4,2,8,0.0,2,0.0,0.0,1,30,0.0,17,7
68817,Grêmio,0,0.0,zag,0.0,2,0.0,0.0,0.0,14,1,0.0,4,0.0,1,1,0.0,0.0,14,0.0,11,4
42145,Cruzeiro,-7.7,0.0,lat,1,2,1,0.0,0.0,36,8,8,23,0.0,0.0,0.0,0.0,1,73,0.0,41,8
37694,Cruzeiro,2.1,0.0,mei,0.0,5,0.0,0.0,0.0,47,4,16,68,0.0,0.0,0.0,0.0,1,54,0.0,69,0.0
37662,Atlético-PR,4.7,0.0,lat,0.0,2,0.0,0.0,0.0,5,1,0.0,4,0.0,1,0.0,0.0,0.0,8,0.0,6,4
49651,Bahia,0,0.0,zag,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,4,1,1,0.0,0.0,0.0,3,0.0,4,4
68834,Internacional,0,0.0,mei,1,0.0,0.0,0.0,0.0,14,1,2,6,0.0,0.0,0.0,0.0,0.0,13,0.0,17,0.0
37673,CSA,0,0.0,ata,0.0,1,0.0,0.0,0.0,20,6,11,11,0.0,2,0.0,0.0,7,19,1,7,0.0
37688,Botafogo,-1.6,0.0,mei,1,9,0.0,0.0,0.0,28,9,11,58,0.0,3,0.0,0.0,4,52,0.0,36,0.0
42232,Chapecoense,2.2,0.0,mei,0.0,3,0.0,0.0,0.0,19,1,4,3,0.0,0.0,0.0,0.0,0.0,7,0.0,14,0.0
68873,Grêmio,8.2,0.0,gol,0.0,1,0.0,38,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,21,0.0,15,0.0,0.0,12
68872,Internacional,2.8,0.0,gol,0.0,1,1,47,1,0.0,0.0,1,9,0.0,0.0,0.0,33,0.0,5,0.0,0.0,11
42234,Corinthians,8,0.0,gol,0.0,6,0.0,32,1,1,0.0,0.0,7,0.0,0.0,0.0,26,0.0,14,0.0,0.0,13
68896,Vasco,0,0.0,lat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42477,Chapecoense,15.7,0.0,zag,0.0,2,0.0,0.0,0.0,19,2,2,9,0.0,1,0.0,0.0,0.0,17,0.0,9,6
68886,Fluminense,6.5,0.0,zag,0.0,3,2,0.0,0.0,27,1,4,14,0.0,1,0.0,0.0,1,20,0.0,32,9
42491,Atlético-PR,1.9,0.0,lat,3,7,0.0,0.0,0.0,38,1,5,24,0.0,1,0.0,0.0,3,58,0.0,22,12
69010,CSA,0,0.0,gol,0.0,1,1,18,0.0,1,0.0,0.0,1,0.0,0.0,0.0,17,0.0,5,0.0,0.0,1
68887,Chapecoense,0,0.0,zag,0.0,1,2,0.0,0.0,11,7,7,14,0.0,1,1,0.0,2,45,0.0,13,4
49673,Grêmio,0,0.0,gol,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,1,0.0,0.0,2
69012,Atlético-PR,7.7,0.0,gol,0.0,1,0.0,36,2,1,0.0,0.0,6,0.0,0.0,0.0,20,0.0,22,0.0,1,12
68895,Internacional,0,0.0,ata,1,1,0.0,0.0,0.0,5,6,10,26,0.0,1,0.0,0.0,1,28,0.0,9,0.0
68911,Botafogo,-1.6,0.0,ata,1,6,0.0,0.0,0.0,34,11,14,57,2,7,0.0,0.0,11,58,0.0,10,0.0
49675,São Paulo,0,0.0,ata,0.0,2,0.0,0.0,0.0,19,13,20,29,0.0,5,0.0,0.0,13,37,0.0,14,0.0
68901,Botafogo,0,0.0,ata,3,6,0.0,0.0,0.0,28,6,9,6,0.0,0.0,0.0,0.0,3,40,0.0,13,0.0
69022,Atlético-PR,-2.1,0.0,ata,2,1,0.0,0.0,0.0,22,8,19,28,1,9,0.0,0.0,7,40,1,17,0.0
69014,Corinthians,1.1,0.0,zag,0.0,2,0.0,0.0,0.0,30,2,9,13,0.0,1,1,0.0,1,42,0.0,31,14
68928,Cruzeiro,0,0.0,gol,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,6,0.0,1,0.0,0.0,1
68930,Fortaleza,2.5,0.0,ata,0.0,2,0.0,0.0,0.0,30,10,8,27,0.0,1,0.0,0.0,3,3,0.0,7,0.0
69040,Avaí,3,0.0,gol,0.0,3,0.0,68,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,53,0.0,6,0.0,0.0,8
50284,Atlético-MG,0,0.0,gol,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,9,0.0,2,0.0,0.0,0.0
68923,Corinthians,6.2,0.0,zag,1,4,0.0,0.0,0.0,12,2,8,4,1,1,0.0,0.0,4,13,0.0,31,10
68920,Palmeiras,21.1,0.0,ata,5,4,0.0,0.0,0.0,30,26,28,113,2,8,0.0,0.0,9,89,0.0,14,0.0
68938,Goiás,0,0.0,mei,1,1,1,0.0,0.0,16,6,8,15,0.0,0.0,0.0,0.0,0.0,37,0.0,14,0.0
50293,Palmeiras,0,0.0,mei,0.0,0.0,0.0,0.0,0.0,4,1,3,5,0.0,0.0,0.0,0.0,0.0,1,0.0,3,0.0
68925,Atlético-MG,0,0.0,zag,0.0,5,0.0,0.0,0.0,14,2,4,15,1,1,0.0,0.0,0.0,16,0.0,12,1
50294,Fluminense,0,0.0,mei,0.0,3,0.0,0.0,0.0,6,0.0,3,3,0.0,0.0,0.0,0.0,0.0,7,0.0,2,0.0
68950,CSA,0,0.0,zag,0.0,1,0.0,0.0,0.0,9,0.0,6,5,0.0,0.0,1,0.0,0.0,4,0.0,7,1
68942,CSA,0.1,0.0,zag,0.0,9,0.0,0.0,0.0,32,3,3,8,0.0,0.0,1,0.0,1,50,0.0,29,10
69041,Fluminense,0,0.0,gol,0.0,1,0.0,37,0.0,1,0.0,0.0,6,0.0,0.0,0.0,21,0.0,6,0.0,0.0,7
50301,São Paulo,0,0.0,mei,2,3,0.0,0.0,0.0,32,3,3,22,0.0,1,0.0,0.0,7,31,0.0,18,0.0
68952,Santos,0.4,0.0,ata,4,11,1,0.0,0.0,41,20,27,79,2,7,0.0,0.0,8,42,0.0,30,0.0
42500,Corinthians,6.8,0.0,lat,3,6,0.0,0.0,0.0,27,6,5,42,0.0,1,0.0,0.0,0.0,86,0.0,49,12
68954,Cruzeiro,0,0.0,mei,2,3,0.0,0.0,0.0,13,5,9,19,1,0.0,0.0,0.0,2,29,0.0,17,0.0
50313,Chapecoense,0,0.0,mei,0.0,5,0.0,0.0,0.0,23,3,10,20,0.0,0.0,0.0,0.0,0.0,27,0.0,18,0.0
69047,Fortaleza,0,0.0,mei,0.0,0.0,0.0,0.0,0.0,5,0.0,1,7,0.0,0.0,0.0,0.0,0.0,7,0.0,2,0.0
42501,Flamengo,-0.8,0.0,zag,0.0,0.0,0.0,0.0,0.0,13,1,2,1,0.0,0.0,0.0,0.0,0.0,7,0.0,4,3
42499,Internacional,0,0.0,lat,0.0,1,1,0.0,0.0,7,0.0,1,5,0.0,0.0,0.0,0.0,0.0,15,0.0,7,4
69051,Internacional,0,0.0,gol,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1,0.0,0.0,1
69008,Chapecoense,0,0.0,zag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47134,Fortaleza,0,0.0,mei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50317,Grêmio,7.5,0.0,zag,2,0.0,0.0,0.0,0.0,15,4,13,2,0.0,2,0.0,0.0,0.0,19,0.0,26,6
69141,CSA,5.1,0.0,ata,2,5,0.0,0.0,0.0,35,14,16,56,1,7,0.0,0.0,17,36,1,16,0.0
69288,CSA,0,0.0,ata,0.0,0.0,0.0,0.0,0.0,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1,0.0
50408,Vasco,0,0.0,zag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38648,São Paulo,0,0.0,mei,4,4,0.0,0.0,0.0,23,13,15,24,0.0,2,0.0,0.0,1,26,0.0,24,0.0
50324,São Paulo,0,0.0,mei,1,3,0.0,0.0,0.0,26,4,1,10,0.0,1,0.0,0.0,1,18,0.0,23,0.0
69138,São Paulo,1.9,0.0,ata,1,3,0.0,0.0,0.0,27,6,14,12,1,3,0.0,0.0,11,13,0.0,4,0.0
50459,Cruzeiro,4.2,0.0,zag,0.0,1,0.0,0.0,0.0,21,1,1,6,0.0,0.0,0.0,0.0,0.0,18,0.0,19,3
69705,Atlético-PR,0,0.0,mei,2,3,0.0,0.0,0.0,23,21,25,20,1,5,0.0,0.0,5,33,0.0,14,0.0
69161,Corinthians,3,0.0,ata,2,3,0.0,0.0,0.0,10,8,7,15,1,6,0.0,0.0,2,22,0.0,2,0.0
50328,Grêmio,0,0.0,zag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50645,Chapecoense,9.9,0.0,lat,2,3,0.0,0.0,0.0,28,2,7,25,0.0,0.0,0.0,0.0,0.0,64,0.0,33,8
70009,Grêmio,0,0.0,mei,0.0,3,0.0,0.0,0.0,23,2,4,11,0.0,2,0.0,0.0,0.0,18,0.0,15,0.0
78445,Flamengo,6.3,0.0,lat,2,2,0.0,0.0,0.0,24,3,2,8,0.0,0.0,0.0,0.0,0.0,66,0.0,46,11
50877,Ceará,0,0.0,mei,0.0,3,0.0,0.0,0.0,17,1,1,16,0.0,0.0,0.0,0.0,1,7,0.0,17,0.0
69177,Avaí,0,0.0,lat,2,6,2,0.0,0.0,36,0.0,9,22,0.0,0.0,0.0,0.0,1,27,0.0,24,4
70046,Santos,0,0.0,lat,1,3,0.0,0.0,0.0,13,6,5,16,0.0,0.0,0.0,0.0,2,60,0.0,37,13
78478,Flamengo,0,0.0,mei,6,2,0.0,0.0,0.0,48,7,14,20,3,2,1,0.0,1,62,0.0,59,0.0
70116,Vasco,2.9,0.0,mei,0.0,5,0.0,0.0,0.0,10,4,14,7,0.0,1,0.0,0.0,0.0,13,0.0,18,0.0
86766,Atlético-PR,0,0.0,mei,0.0,2,0.0,0.0,0.0,11,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,15,0.0,9,0.0
70132,Botafogo,0,0.0,mei,0.0,0.0,0.0,0.0,0.0,5,0.0,1,3,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0.0
70222,Vasco,0,0.0,gol,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,6,0.0,0.0,0.0
70666,Corinthians,0,0.0,zag,0.0,1,0.0,0.0,0.0,2,0.0,2,8,0.0,0.0,0.0,0.0,0.0,5,0.0,3,1
78495,Goiás,0,0.0,gol,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0
70784,São Paulo,0,0.0,ata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78512,Avaí,0,0.0,lat,0.0,0.0,0.0,0.0,0.0,7,0.0,2,11,0.0,0.0,0.0,0.0,0.0,10,0.0,6,0.0
78475,Ceará,0,0.0,ata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70916,Palmeiras,-1.2,0.0,lat,1,3,0.0,0.0,0.0,40,3,5,24,0.0,0.0,0.0,0.0,1,39,0.0,60,9
84554,Goiás,0,0.0,zag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0
78605,Corinthians,-1.3,0.0,mei,0.0,4,0.0,0.0,0.0,25,1,2,9,0.0,0.0,0.0,0.0,0.0,25,0.0,34,0.0
70800,Santos,-0.05,0.0,tec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70360,Santos,1.9,0.0,ata,3,2,0.0,0.0,0.0,22,22,22,29,2,13,0.0,0.0,10,56,0.0,30,0.0
71019,Santos,0,0.0,mei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51042,CSA,0,0.0,lat,1,6,0.0,0.0,0.0,51,14,14,48,0.0,4,0.0,0.0,13,53,0.0,13,8
78548,Santos,3.1,0.0,mei,1,3,0.0,0.0,0.0,22,10,12,32,1,1,0.0,0.0,1,49,0.0,16,0.0
51194,Chapecoense,0,0.0,zag,0.0,4,0.0,0.0,0.0,5,1,0.0,6,0.0,1,0.0,0.0,0.0,21,0.0,9,1
70986,Atlético-PR,0,0.0,mei,1,2,0.0,0.0,0.0,18,15,10,26,0.0,4,0.0,0.0,0.0,19,0.0,33,0.0
70925,Ceará,0,0.0,mei,0.0,2,0.0,0.0,0.0,13,3,1,7,0.0,0.0,0.0,0.0,3,14,0.0,8,0.0
78577,Ceará,1.6,0.0,mei,6,1,0.0,0.0,0.0,32,17,27,9,0.0,1,0.0,0.0,1,90,0.0,47,0.0
71042,Chapecoense,0,0.0,mei,2,0.0,0.0,0.0,0.0,27,9,4,15,0.0,0.0,0.0,0.0,3,20,0.0,13,0.0
51413,Corinthians,0,0.0,gol,0.0,0.0,0.0,13,1,0.0,0.0,0.0,1,0.0,0.0,0.0,6,0.0,4,0.0,0.0,2
71043,Atlético-PR,0,0.0,gol,0.0,1,0.0,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7,0.0,2,0.0,0.0,1
70944,Palmeiras,-1.4,0.0,mei,1,2,0.0,0.0,0.0,50,8,21,25,1,7,0.0,0.0,0.0,62,0.0,36,0.0
70934,Fortaleza,0,0.0,zag,0.0,2,0.0,0.0,0.0,10,1,3,11,0.0,0.0,0.0,0.0,1,21,0.0,6,3
51415,Fortaleza,0,0.0,zag,0.0,0.0,0.0,0.0,0.0,5,0.0,3,3,0.0,0.0,0.0,0.0,0.0,24,0.0,5,2
78654,Ceará,-0.1,0.0,zag,0.0,3,0.0,0.0,0.0,7,0.0,3,2,0.0,0.0,0.0,0.0,0.0,15,0.0,8,3
78584,Bahia,-0.5,0.0,gol,0.0,1,0.0,62,1,0.0,0.0,0.0,10,0.0,0.0,0.0,39,0.0,9,0.0,1,14
51549,Fortaleza,0,0.0,zag,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
71113,Ceará,2.2,0.0,mei,2,2,0.0,0.0,0.0,15,7,9,9,1,1,0.0,0.0,0.0,44,0.0,17,0.0
51495,Ceará,0,0.0,zag,1,1,0.0,0.0,0.0,15,2,2,4,1,1,0.0,0.0,2,28,0.0,13,4
71116,Chapecoense,0,0.0,lat,1,2,0.0,0.0,0.0,22,6,19,32,0.0,0.0,0.0,0.0,1,23,0.0,17,3
71631,Palmeiras,-0.8,0.0,gol,0.0,4,0.0,32,1,1,0.0,0.0,4,0.0,0.0,0.0,24,0.0,8,0.0,0.0,8
71162,Atlético-MG,1.5,0.0,mei,2,2,1,0.0,0.0,11,13,15,20,2,2,0.0,0.0,1,64,0.0,15,0.0
71233,Vasco,0,0.0,mei,0.0,3,0.0,0.0,0.0,11,4,8,11,0.0,3,0.0,0.0,0.0,24,0.0,8,0.0
71479,Atlético-PR,0.6,0.0,mei,0.0,1,0.0,0.0,0.0,19,3,7,6,0.0,1,0.0,0.0,0.0,25,0.0,6,0.0
71224,Flamengo,10.18,0.0,tec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71667,Goiás,0,0.0,mei,0.0,5,0.0,0.0,0.0,39,1,8,9,0.0,0.0,0.0,0.0,0.0,35,0.0,21,0.0
51772,Flamengo,5.6,0.0,mei,7,3,0.0,0.0,0.0,27,11,17,48,1,1,0.0,0.0,1,88,0.0,37,0.0
68987,CSA,-6.3,0.0,mei,0.0,5,2,0.0,0.0,42,1,3,13,0.0,0.0,0.0,0.0,1,30,0.0,49,0.0
52190,Corinthians,0,0.0,mei,0.0,1,0.0,0.0,0.0,23,2,2,31,1,1,0.0,0.0,0.0,24,0.0,57,0.0
71604,Goiás,3.5,0.0,zag,0.0,3,0.0,0.0,0.0,17,3,6,20,0.0,1,0.0,0.0,0.0,20,0.0,22,6
52253,Atlético-MG,6,0.0,zag,2,3,0.0,0.0,0.0,11,5,14,20,2,1,0.0,0.0,2,42,0.0,42,7
71719,Bahia,0,0.0,mei,0.0,1,0.0,0.0,0.0,19,1,4,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,18,0.0
71571,Vasco,-2.3,0.0,gol,0.0,2,0.0,40,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,25,0.0,9,0.0,0.0,10
78850,São Paulo,0.9,0.0,lat,1,7,0.0,0.0,0.0,48,10,26,38,2,5,0.0,0.0,1,71,1,59,13
78855,Palmeiras,0,0.0,mei,0.0,5,0.0,0.0,0.0,40,1,2,15,0.0,1,0.0,0.0,1,15,0.0,31,0.0
72079,Grêmio,6.1,0.0,lat,2,4,0.0,0.0,0.0,23,1,1,23,0.0,1,0.0,0.0,4,45,0.0,32,7
72097,Bahia,0,0.0,lat,0.0,1,0.0,0.0,0.0,7,0.0,1,3,0.0,0.0,0.0,0.0,0.0,18,0.0,13,5
71724,Fluminense,0,0.0,gol,0.0,0.0,1,9,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7,0.0,1,0.0,0.0,1
72071,CSA,0,0.0,mei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52558,Vasco,0,0.0,mei,0.0,2,0.0,0.0,0.0,6,0.0,2,12,0.0,2,0.0,0.0,1,11,1,3,0.0
